kundur.out
KUNDUR 4 MACHINE 12 BUS SYSTEM
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21      
        Time(s) SPD 1[1 22.000 SPD 2[2 22.000 SPD 3[3 22.000 SPD 4[4 22.000 POWR 1[1 22.00 POWR 2[2 22.00 POWR 3[3 22.00 POWR 4[4 22.00 VOLT 1 [1 22.0 VOLT 2 [2 22.0 VOLT 3 [3 22.0 VOLT 4 [4 22.0 VOLT 5 [5 230. VOLT 6 [6 230. VOLT 7 [7 230. VOLT 8 [8 230. VOLT 9 [9 230. VOLT 10 [10 23 VOLT 11 [11 23 VOLT 12 [12 23 VREF 1[1 22.00
                            ]1             ]1             ]1             ]1            0]1            0]1            0]1            0]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          0.00]          0.00]          0.00]            0]1
        4.76002   -0.000388265   -0.000328957   -0.000249461    -0.00025126        7.01909        7.01207        7.22826        7.03721         1.0404         1.0104           1.03        1.01007        1.01449       0.982299       0.965753       0.954473       0.976036       0.987438        1.01149       0.954473           1.05
        4.78002   -0.000386788   -0.000326982   -0.000252953    -0.00025409        7.01493        7.01361        7.23031        7.03951        1.04039         1.0104        1.03001        1.01007        1.01451       0.982339       0.965816       0.954573        0.97606       0.987445        1.01149       0.954573           1.05
        4.80002   -0.000384586    -0.00032526   -0.000256793   -0.000257318        7.01087        7.01511        7.23223        7.04171        1.04038        1.01039        1.03001        1.01007        1.01452       0.982376       0.965874       0.954667       0.976083       0.987451        1.01149       0.954667           1.05
        4.82002   -0.000381685   -0.000323783   -0.000260957   -0.000260922        7.00698        7.01655        7.23402        7.04379        1.04036        1.01039        1.03001        1.01007        1.01453       0.982408       0.965927       0.954754       0.976103       0.987456        1.01149       0.954754           1.05
        4.84001   -0.000378121   -0.000322534   -0.000265418   -0.000264876        7.00331        7.01787        7.23567        7.04572        1.04034        1.01038        1.03001        1.01007        1.01454       0.982435       0.965973       0.954833       0.976121        0.98746        1.01149       0.954833           1.05
        4.86001   -0.000373938   -0.000321491   -0.000270149   -0.000269154        6.99992        7.01904        7.23718        7.04751        1.04033        1.01037        1.03001        1.01007        1.01454       0.982458       0.966014       0.954904       0.976137       0.987463        1.01149       0.954904           1.05
        4.88001   -0.000369188   -0.000320625   -0.000275122   -0.000273724        6.99684        7.02002        7.23853        7.04913        1.04031        1.01036        1.03001        1.01006        1.01454       0.982476       0.966048       0.954968       0.976151       0.987466        1.01149       0.954968           1.05
        4.90001   -0.000363932   -0.000319902   -0.000280307   -0.000278554        6.99411         7.0208        7.23972        7.05057        1.04028        1.01034        1.03001        1.01006        1.01454       0.982488       0.966075       0.955022       0.976163       0.987467        1.01149       0.955022           1.05
        4.92001   -0.000358236   -0.000319284   -0.000285673   -0.000283611        6.99178        7.02135        7.24075        7.05183        1.04026        1.01033           1.03        1.01006        1.01453       0.982496       0.966096       0.955067       0.976171       0.987467        1.01148       0.955067           1.05
        4.94001   -0.000352171   -0.000318733    -0.00029119   -0.000288858        6.98985        7.02167        7.24161        7.05289        1.04024        1.01031           1.03        1.01005        1.01452       0.982498       0.966109       0.955103       0.976178       0.987467        1.01148       0.955103           1.05
        4.96001   -0.000345809   -0.000318207   -0.000296825   -0.000294257        6.98835        7.02174         7.2423        7.05374        1.04022        1.01029           1.03        1.01005        1.01451       0.982496       0.966116        0.95513       0.976182       0.987465        1.01148        0.95513           1.05
           4.98   -0.000339228   -0.000317664   -0.000302545    -0.00029977        6.98729        7.02157        7.24282        7.05438        1.04019        1.01027           1.03        1.01005         1.0145       0.982488       0.966116       0.955147       0.976183       0.987463        1.01148       0.955147           1.05
              5   -0.000332503   -0.000317064   -0.000308318   -0.000305357        6.98666        7.02117        7.24315        7.05481        1.04017        1.01025           1.03        1.01004        1.01448       0.982475       0.966109       0.955154       0.976182       0.987459        1.01147       0.955154           1.05
           5.02   -0.000325711   -0.000316369   -0.000314109   -0.000310978        6.98647        7.02055         7.2433        7.05502        1.04015        1.01022           1.03        1.01004        1.01446       0.982457       0.966095       0.955152       0.976179       0.987455        1.01147       0.955152           1.05
           5.04   -0.000318926   -0.000315541   -0.000319883   -0.000316593        6.98669        7.01972        7.24326        7.05502        1.04013         1.0102           1.03        1.01003        1.01444       0.982435       0.966074       0.955139       0.976173        0.98745        1.01147       0.955139           1.05
           5.06    -0.00031222   -0.000314551   -0.000325607   -0.000322161        6.98731        7.01873        7.24303        7.05479        1.04011        1.01017           1.03        1.01003        1.01441       0.982408       0.966047       0.955117       0.976164       0.987444        1.01147       0.955117           1.05
           5.08   -0.000305659   -0.000313371   -0.000331245   -0.000327642        6.98831        7.01759        7.24262        7.05435        1.04009        1.01015           1.03        1.01002        1.01439       0.982377       0.966013       0.955086       0.976153       0.987438        1.01146       0.955086           1.05
            5.1   -0.000299306    -0.00031198   -0.000336763   -0.000332998        6.98964        7.01634        7.24202        7.05369        1.04007        1.01012           1.03        1.01002        1.01436       0.982342       0.965974       0.955045        0.97614       0.987431        1.01146       0.955045           1.05
        5.11999   -0.000293218   -0.000310363   -0.000342127   -0.000338189        6.99129        7.01502        7.24124        7.05283        1.04006        1.01009           1.03        1.01001        1.01433       0.982303       0.965929       0.954996       0.976125       0.987423        1.01146       0.954996           1.05
        5.13999   -0.000287444   -0.000308512   -0.000347303   -0.000343179        6.99321        7.01366        7.24026        7.05177        1.04005        1.01007           1.03        1.01001         1.0143       0.982261       0.965878       0.954937       0.976107       0.987414        1.01146       0.954937           1.05
        5.15999   -0.000282028   -0.000306424   -0.000352257   -0.000347932        6.99535         7.0123        7.23911        7.05052        1.04003        1.01004           1.03           1.01        1.01427       0.982216       0.965823       0.954871       0.976088       0.987405        1.01146       0.954871           1.05
        5.17999   -0.000277007   -0.000304104   -0.000356958   -0.000352414        6.99769          7.011        7.23778        7.04908        1.04002        1.01002        1.02999           1.01        1.01424       0.982169       0.965763       0.954796       0.976067       0.987396        1.01145       0.954796           1.05
        5.19999   -0.000272408   -0.000301564   -0.000361374   -0.000356594        7.00016        7.00977        7.23628        7.04748        1.04002        1.00999        1.02999        1.00999        1.01421       0.982119       0.965699       0.954715       0.976044       0.987386        1.01145       0.954715           1.05
        5.21999   -0.000268252   -0.000298823   -0.000365474   -0.000360442        7.00274        7.00866        7.23461        7.04572        1.04001        1.00997        1.02999        1.00998        1.01418       0.982068       0.965631       0.954626       0.976019       0.987376        1.01145       0.954626           1.05
        5.23998   -0.000264553   -0.000295903    -0.00036923    -0.00036393        7.00537        7.00771        7.23279        7.04381        1.04001        1.00994        1.02999        1.00998        1.01415       0.982015       0.965561       0.954531       0.975993       0.987366        1.01145       0.954531           1.05
        5.25998   -0.000261316   -0.000292836   -0.000372613   -0.000367035        7.00802        7.00694        7.23081        7.04178           1.04        1.00992        1.02999        1.00997        1.01412       0.981961       0.965487        0.95443       0.975966       0.987355        1.01145        0.95443           1.05
        5.27998   -0.000258541   -0.000289656   -0.000375598   -0.000369734        7.01065        7.00638        7.22869        7.03963           1.04         1.0099        1.02999        1.00997         1.0141       0.981906       0.965412       0.954324       0.975938       0.987344        1.01145       0.954324           1.05
        5.29998    -0.00025622   -0.000286403    -0.00037816    -0.00037201        7.01322        7.00606        7.22644        7.03738           1.04        1.00988        1.02999        1.00996        1.01407       0.981851       0.965335       0.954214       0.975909       0.987334        1.01145       0.954214           1.05
        5.31998   -0.000254342   -0.000283117   -0.000380279   -0.000373847         7.0157        7.00599        7.22408        7.03504           1.04        1.00986        1.02999        1.00996        1.01404       0.981796       0.965257       0.954101       0.975879       0.987323        1.01145       0.954101           1.05
        5.33998   -0.000252886   -0.000279846   -0.000381934   -0.000375232        7.01807        7.00618         7.2216        7.03265        1.04001        1.00984        1.02999        1.00995        1.01402       0.981742       0.965178       0.953984       0.975849       0.987312        1.01145       0.953984           1.05
        5.35998   -0.000251832   -0.000276635   -0.000383109   -0.000376155         7.0203        7.00664        7.21904         7.0302        1.04001        1.00983        1.02999        1.00995          1.014       0.981689       0.965099       0.953865       0.975818       0.987302        1.01145       0.953865           1.05
        5.37997   -0.000251152   -0.000273531    -0.00038379   -0.000376608        7.02236        7.00739         7.2164        7.02771        1.04002        1.00982        1.02999        1.00995        1.01397       0.981636        0.96502       0.953744       0.975787       0.987291        1.01145       0.953744           1.05
        5.39997   -0.000250817    -0.00027058   -0.000383966    -0.00037659        7.02426        7.00839         7.2137         7.0252        1.04002        1.00981        1.02999        1.00994        1.01395       0.981585       0.964943       0.953622       0.975756       0.987281        1.01145       0.953622           1.05
        5.41997   -0.000250796   -0.000267828    -0.00038363   -0.000376099        7.02597        7.00965        7.21096         7.0227        1.04003         1.0098        1.02999        1.00994        1.01393       0.981536       0.964866       0.953501       0.975725       0.987271        1.01145       0.953501           1.05
        5.43997   -0.000251057   -0.000265318   -0.000382775   -0.000375138         7.0275        7.01115        7.20819         7.0202        1.04004         1.0098        1.02999        1.00994        1.01392       0.981489       0.964792        0.95338       0.975694       0.987261        1.01145        0.95338           1.05
        5.45997   -0.000251566    -0.00026309   -0.000381401   -0.000373713        7.02884        7.01288        7.20542        7.01774        1.04004        1.00979        1.02999        1.00993         1.0139       0.981444       0.964719       0.953261       0.975664       0.987252        1.01145       0.953261           1.05
        5.47997   -0.000252292   -0.000261178    -0.00037951   -0.000371831        7.02999         7.0148        7.20265        7.01533        1.04005        1.00979        1.02999        1.00993        1.01389       0.981401       0.964649       0.953144       0.975635       0.987244        1.01145       0.953144           1.05
        5.49997   -0.000253201   -0.000259614   -0.000377109   -0.000369504        7.03097        7.01689        7.19992        7.01297        1.04006        1.00979        1.02998        1.00993        1.01387       0.981361       0.964582       0.953029       0.975607       0.987235        1.01145       0.953029           1.05
        5.51996   -0.000254264   -0.000258424   -0.000374205   -0.000366745        7.03178        7.01912        7.19724        7.01068        1.04007         1.0098        1.02998        1.00993        1.01386       0.981324       0.964518       0.952918        0.97558       0.987228        1.01145       0.952918           1.05
        5.53996   -0.000255454   -0.000257628   -0.000370811   -0.000363571        7.03244        7.02144        7.19463        7.00848        1.04008         1.0098        1.02998        1.00992        1.01385        0.98129       0.964458       0.952812       0.975554       0.987221        1.01146       0.952812           1.05
        5.55996   -0.000256744   -0.000257239   -0.000366945   -0.000359998        7.03296        7.02384         7.1921        7.00638        1.04008        1.00981        1.02998        1.00992        1.01384       0.981259       0.964401        0.95271       0.975529       0.987214        1.01146        0.95271           1.05
        5.57996   -0.000258113   -0.000257264   -0.000362623   -0.000356048        7.03337        7.02625        7.18968        7.00439        1.04009        1.00982        1.02998        1.00992        1.01383       0.981231       0.964349       0.952614       0.975506       0.987208        1.01146       0.952614           1.05
        5.59996   -0.000259541   -0.000257704   -0.000357871   -0.000351744        7.03368        7.02866        7.18739        7.00252         1.0401        1.00983        1.02998        1.00992        1.01383       0.981206       0.964302       0.952524       0.975485       0.987203        1.01146       0.952524           1.05
        5.61996   -0.000261013   -0.000258552   -0.000352713   -0.000347109        7.03391        7.03102        7.18523        7.00078        1.04011        1.00984        1.02998        1.00992        1.01382       0.981185       0.964259       0.952441       0.975465       0.987199        1.01146       0.952441           1.05
        5.63996   -0.000262517   -0.000259797   -0.000347177   -0.000342169        7.03407         7.0333        7.18323        6.99917        1.04011        1.00986        1.02997        1.00992        1.01382       0.981167       0.964221       0.952365       0.975448       0.987195        1.01146       0.952365           1.05
        5.65995   -0.000264043    -0.00026142   -0.000341295   -0.000336951         7.0342        7.03545        7.18141        6.99771        1.04012        1.00988        1.02997        1.00993        1.01382       0.981153       0.964188       0.952296       0.975432       0.987192        1.01146       0.952296           1.05
        5.67995   -0.000265586   -0.000263396   -0.000335102   -0.000331485        7.03431        7.03745        7.17976         6.9964        1.04013        1.00989        1.02997        1.00993        1.01382       0.981143        0.96416       0.952236       0.975419        0.98719        1.01146       0.952236           1.05
        5.69995   -0.000267144   -0.000265695   -0.000328633     -0.0003258        7.03442        7.03927        7.17831        6.99525        1.04013        1.00991        1.02997        1.00993        1.01382       0.981136       0.964138       0.952184       0.975407       0.987188        1.01146       0.952184           1.05
        5.71995   -0.000268716   -0.000268283   -0.000321927   -0.000319926        7.03453        7.04087        7.17708        6.99426        1.04014        1.00993        1.02997        1.00993        1.01382       0.981132       0.964121       0.952141       0.975399       0.987188        1.01146       0.952141           1.05
        5.73995   -0.000270305    -0.00027112   -0.000315025   -0.000313895        7.03468        7.04225        7.17605        6.99344        1.04015        1.00995        1.02997        1.00994        1.01383       0.981132        0.96411       0.952106       0.975392       0.987188        1.01147       0.952106           1.05
        5.75995   -0.000271916   -0.000274165    -0.00030797   -0.000307739        7.03485        7.04337        7.17526        6.99279        1.04015        1.00997        1.02997        1.00994        1.01383       0.981136       0.964105       0.952081       0.975388       0.987189        1.01147       0.952081           1.05
        5.77995   -0.000273555   -0.000277371   -0.000300802   -0.000301491        7.03506        7.04423        7.17469        6.99232        1.04016           1.01        1.02997        1.00994        1.01384       0.981143       0.964105       0.952065       0.975386       0.987191        1.01147       0.952065           1.05
        5.79994   -0.000275228   -0.000280693   -0.000293567   -0.000295181        7.03531        7.04482        7.17435        6.99202        1.04017        1.01002        1.02996        1.00995        1.01385       0.981154       0.964111       0.952059       0.975387       0.987193        1.01147       0.952059           1.05
        5.81994   -0.000276942   -0.000284081   -0.000286306   -0.000288845        7.03561        7.04513        7.17426        6.99189        1.04017        1.01004        1.02996        1.00995        1.01386       0.981168       0.964123       0.952062        0.97539       0.987197        1.01147       0.952062           1.05
        5.83994   -0.000278704   -0.000287488   -0.000279065   -0.000282514        7.03595        7.04515        7.17439        6.99194        1.04018        1.01006        1.02996        1.00996        1.01387       0.981185        0.96414       0.952074       0.975395       0.987201        1.01147       0.952074           1.05
        5.85994   -0.000280521   -0.000290866   -0.000271886   -0.000276221        7.03633        7.04491        7.17476        6.99216        1.04019        1.01009        1.02996        1.00996        1.01388       0.981206       0.964162       0.952096       0.975403       0.987206        1.01147       0.952096           1.05
        5.87994   -0.000282398   -0.000294166   -0.000264811   -0.000269999        7.03674         7.0444        7.17536        6.99256         1.0402        1.01011        1.02996        1.00997        1.01389        0.98123        0.96419       0.952126       0.975413       0.987211        1.01147       0.952126           1.05
        5.89994   -0.000284339   -0.000297344   -0.000257884    -0.00026388        7.03716        7.04363        7.17618        6.99312         1.0402        1.01013        1.02996        1.00997        1.01391       0.981257       0.964223       0.952166       0.975425       0.987217        1.01147       0.952166           1.05
        5.91994   -0.000286345   -0.000300358   -0.000251145   -0.000257894        7.03759        7.04263        7.17722        6.99385        1.04021        1.01016        1.02996        1.00998        1.01392       0.981286       0.964261       0.952214        0.97544       0.987224        1.01147       0.952214           1.05
        5.93993   -0.000288416   -0.000303169   -0.000244632   -0.000252073        7.03802        7.04141        7.17847        6.99476        1.04022        1.01018        1.02996        1.00998        1.01394       0.981319       0.964303       0.952271       0.975456       0.987232        1.01148       0.952271           1.05
        5.95993    -0.00029055   -0.000305742   -0.000238384   -0.000246447        7.03841           7.04        7.17991        6.99581        1.04023         1.0102        1.02996        1.00999        1.01396       0.981354        0.96435       0.952335       0.975475        0.98724        1.01148       0.952335           1.05
        5.97993    -0.00029274   -0.000308044   -0.000232436   -0.000241042        7.03878        7.03842        7.18155        6.99702        1.04024        1.01022        1.02996        1.00999        1.01398       0.981391       0.964402       0.952407       0.975495       0.987248        1.01148       0.952407           1.05
        5.99993   -0.000294976   -0.000310051    -0.00022682   -0.000235888        7.03907         7.0367        7.18336        6.99837        1.04025        1.01024        1.02997           1.01          1.014       0.981431       0.964457       0.952486       0.975517       0.987257        1.01148       0.952486           1.05
        6.01993   -0.000297247    -0.00031174   -0.000221567   -0.000231009        7.03929        7.03486        7.18533        6.99986        1.04025        1.01026        1.02997           1.01        1.01402       0.981473       0.964516       0.952572       0.975541       0.987266        1.01148       0.952572           1.05
        6.03993   -0.000299538   -0.000313094   -0.000216704    -0.00022643        7.03941        7.03294        7.18744        7.00148        1.04026        1.01027        1.02997        1.01001        1.01404       0.981516       0.964578       0.952664       0.975565       0.987276        1.01148       0.952664           1.05
        6.05993    -0.00030183   -0.000314103   -0.000212256   -0.000222173        7.03942        7.03097        7.18968        7.00322        1.04027        1.01029        1.02997        1.01001        1.01407       0.981561       0.964644       0.952761       0.975592       0.987285        1.01148       0.952761           1.05
        6.07992   -0.000304102    -0.00031476   -0.000208245   -0.000218261        7.03931        7.02897        7.19204        7.00508        1.04028        1.01031        1.02997        1.01002        1.01409       0.981608       0.964711       0.952863       0.975619       0.987296        1.01148       0.952863           1.05
        6.09992   -0.000306331   -0.000315063    -0.00020469   -0.000214713        7.03905        7.02697        7.19449        7.00704        1.04029        1.01032        1.02997        1.01002        1.01412       0.981655       0.964782       0.952969       0.975647       0.987306        1.01148       0.952969           1.05
        6.11992   -0.000308491   -0.000315016   -0.000201605   -0.000211545        7.03864        7.02499        7.19703         7.0091         1.0403        1.01033        1.02997        1.01003        1.01414       0.981704       0.964853       0.953078       0.975676       0.987316        1.01148       0.953078           1.05
        6.13992   -0.000310555   -0.000314627   -0.000199003   -0.000208774        7.03807        7.02307        7.19963        7.01123        1.04031        1.01035        1.02998        1.01003        1.01417       0.981753       0.964927       0.953191       0.975706       0.987327        1.01148       0.953191           1.05
        6.15992   -0.000312495   -0.000313906   -0.000196893   -0.000206411        7.03733        7.02122        7.20226        7.01344        1.04031        1.01036        1.02998        1.01004         1.0142       0.981802       0.965001       0.953305       0.975735       0.987337        1.01148       0.953305           1.05
        6.17992    -0.00031428   -0.000312871    -0.00019528   -0.000204468        7.03641        7.01948        7.20494        7.01569        1.04032        1.01036        1.02998        1.01004        1.01422       0.981851       0.965076       0.953422       0.975766       0.987347        1.01148       0.953422           1.05
        6.19992   -0.000315882   -0.000311539   -0.000194167   -0.000202953        7.03532        7.01784        7.20761          7.018        1.04033        1.01037        1.02998        1.01004        1.01425         0.9819        0.96515       0.953539       0.975796       0.987357        1.01149       0.953539           1.05
        6.21991   -0.000317271   -0.000309932   -0.000193553   -0.000201871        7.03406        7.01633        7.21028        7.02033        1.04033        1.01038        1.02998        1.01005        1.01427       0.981949       0.965225       0.953655       0.975826       0.987367        1.01149       0.953655           1.05
        6.23991   -0.000318419   -0.000308075   -0.000193433   -0.000201227        7.03263        7.01495        7.21293        7.02268        1.04033        1.01038        1.02999        1.01005         1.0143       0.981996       0.965298       0.953772       0.975855       0.987377        1.01149       0.953772           1.05
        6.25991   -0.000319297   -0.000305991   -0.000193802   -0.000201019        7.03104        7.01373        7.21554        7.02503        1.04034        1.01039        1.02999        1.01005        1.01432       0.982043        0.96537       0.953886       0.975884       0.987386        1.01149       0.953886           1.05
        6.27991    -0.00031988   -0.000303708   -0.000194649   -0.000201247        7.02931        7.01265         7.2181        7.02737        1.04034        1.01039        1.02999        1.01006        1.01434       0.982087        0.96544       0.953999       0.975913       0.987395        1.01149       0.953999           1.05
        6.29991   -0.000320146   -0.000301252   -0.000195961   -0.000201906        7.02744        7.01172        7.22058        7.02968        1.04034        1.01039        1.02999        1.01006        1.01436        0.98213       0.965508       0.954109        0.97594       0.987403        1.01149       0.954109           1.05
        6.31991   -0.000320073   -0.000298651   -0.000197722   -0.000202988        7.02546        7.01095        7.22298        7.03195        1.04034        1.01039        1.02999        1.01006        1.01438       0.982172       0.965574       0.954215       0.975966       0.987411        1.01149       0.954215           1.05
        6.33991   -0.000319645    -0.00029593   -0.000199915   -0.000204483        7.02338        7.01033        7.22528        7.03417        1.04034        1.01038           1.03        1.01006         1.0144        0.98221       0.965636       0.954317       0.975992       0.987419        1.01149       0.954317           1.05
         6.3599   -0.000318848   -0.000293116   -0.000202519   -0.000206378        7.02123        7.00985        7.22746        7.03631        1.04033        1.01038           1.03        1.01006        1.01442       0.982246       0.965695       0.954415       0.976015       0.987425        1.01149       0.954415           1.05
         6.3799   -0.000317672   -0.000290232   -0.000205512   -0.000208659        7.01903         7.0095        7.22953        7.03837        1.04033        1.01037           1.03        1.01006        1.01443       0.982279        0.96575       0.954507       0.976038       0.987431        1.01149       0.954507           1.05
         6.3999    -0.00031611   -0.000287303   -0.000208868   -0.000211307         7.0168        7.00927        7.23146        7.04033        1.04032        1.01036           1.03        1.01006        1.01445       0.982309         0.9658       0.954593       0.976058       0.987437        1.01149       0.954593           1.05
         6.4199   -0.000314162   -0.000284349   -0.000212562   -0.000214302        7.01457        7.00917        7.23325        7.04219        1.04031        1.01036           1.03        1.01006        1.01446       0.982336       0.965847       0.954673       0.976077       0.987442        1.01148       0.954673           1.05
         6.4399   -0.000311831    -0.00028139   -0.000216565   -0.000217622        7.01236        7.00916        7.23489        7.04391        1.04031        1.01035           1.03        1.01006        1.01447       0.982359       0.965888       0.954746       0.976094       0.987446        1.01148       0.954746           1.05
         6.4599   -0.000309124   -0.000278442   -0.000220848   -0.000221241        7.01021        7.00924        7.23637        7.04551         1.0403        1.01033           1.03        1.01006        1.01447       0.982378       0.965924       0.954812       0.976109       0.987449        1.01148       0.954812           1.05
         6.4799   -0.000306053    -0.00027552    -0.00022538   -0.000225134        7.00812        7.00939        7.23769        7.04696        1.04029        1.01032           1.03        1.01006        1.01448       0.982394       0.965955        0.95487       0.976122       0.987451        1.01148        0.95487           1.05
        6.49989   -0.000302636   -0.000272634   -0.000230128   -0.000229272        7.00615         7.0096        7.23883        7.04825        1.04027        1.01031           1.03        1.01006        1.01448       0.982406        0.96598       0.954921       0.976133       0.987453        1.01148       0.954921           1.05
        6.51989   -0.000298892   -0.000269796    -0.00023506   -0.000233624        7.00429        7.00987        7.23979        7.04938        1.04026        1.01029           1.03        1.01005        1.01448       0.982413       0.965999       0.954963       0.976142       0.987454        1.01148       0.954963           1.05
        6.53989   -0.000294847   -0.000267013   -0.000240142   -0.000238159        7.00258        7.01016        7.24057        7.05034        1.04025        1.01027           1.03        1.01005        1.01447       0.982417       0.966013       0.954996       0.976148       0.987454        1.01148       0.954996           1.05
        6.55989   -0.000290528   -0.000264289    -0.00024534   -0.000242844        7.00104        7.01048        7.24117        7.05112        1.04023        1.01026        1.03001        1.01005        1.01447       0.982416       0.966021       0.955021       0.976152       0.987453        1.01148       0.955021           1.05
        6.57989   -0.000285967   -0.000261627   -0.000250619   -0.000247645        6.99968         7.0108        7.24158        7.05171        1.04022        1.01024           1.03        1.01004        1.01446       0.982411       0.966022       0.955036       0.976154       0.987451        1.01148       0.955036           1.05
        6.59989   -0.000281198    -0.00025903   -0.000255943   -0.000252526        6.99852        7.01113        7.24181        7.05212         1.0402        1.01022           1.03        1.01004        1.01445       0.982402       0.966018       0.955043       0.976153       0.987449        1.01147       0.955043           1.05
        6.61988   -0.000276257   -0.000256496   -0.000261279   -0.000257454        6.99757        7.01146        7.24184        7.05233        1.04019         1.0102           1.03        1.01004        1.01443       0.982389       0.966007       0.955041       0.976151       0.987445        1.01147       0.955041           1.05
        6.63988   -0.000271183   -0.000254025    -0.00026659   -0.000262391        6.99684        7.01178        7.24168        7.05235        1.04017        1.01018           1.03        1.01003        1.01442       0.982372       0.965991        0.95503       0.976145       0.987441        1.01147        0.95503           1.05
        6.65988   -0.000266015   -0.000251615   -0.000271841   -0.000267303        6.99634        7.01208        7.24134        7.05218        1.04016        1.01015           1.03        1.01003         1.0144       0.982351       0.965969        0.95501       0.976138       0.987437        1.01147        0.95501           1.05
        6.67988   -0.000260793   -0.000249265   -0.000276999   -0.000272152        6.99608        7.01236        7.24082        7.05181        1.04014        1.01013           1.03        1.01002        1.01438       0.982327       0.965941       0.954981       0.976129       0.987431        1.01147       0.954981           1.05
        6.69988   -0.000255559   -0.000246971    -0.00028203   -0.000276905        6.99604        7.01263        7.24012        7.05126        1.04013        1.01011           1.03        1.01002        1.01436       0.982299       0.965908       0.954944       0.976117       0.987425        1.01147       0.954944           1.05
        6.71988   -0.000250352    -0.00024473   -0.000286902   -0.000281525        6.99623        7.01288        7.23924        7.05051        1.04011        1.01009           1.03        1.01001        1.01434       0.982267        0.96587       0.954899       0.976103       0.987418        1.01147       0.954899           1.05
        6.73988   -0.000245211   -0.000242539   -0.000291583    -0.00028598        6.99664        7.01311        7.23818        7.04959         1.0401        1.01007           1.03        1.01001        1.01432       0.982232       0.965826       0.954845       0.976087       0.987411        1.01146       0.954845           1.05
        6.75987   -0.000240177   -0.000240398   -0.000296041   -0.000290236        6.99728        7.01334        7.23697        7.04849        1.04009        1.01004           1.03           1.01        1.01429       0.982195       0.965778       0.954784        0.97607       0.987403        1.01146       0.954784           1.05
        6.77987   -0.000235285   -0.000238304   -0.000300248   -0.000294262        6.99811        7.01356        7.23559        7.04722        1.04008        1.01002           1.03           1.01        1.01427       0.982154       0.965725       0.954715        0.97605       0.987395        1.01146       0.954715           1.05
        6.79987    -0.00023057   -0.000236259   -0.000304175   -0.000298029        6.99914        7.01379        7.23406         7.0458        1.04006           1.01           1.03        1.00999        1.01424       0.982112       0.965669        0.95464       0.976029       0.987386        1.01146        0.95464           1.05
        6.81987   -0.000226064   -0.000234263   -0.000307795    -0.00030151        7.00035        7.01402        7.23239        7.04423        1.04005        1.00998           1.03        1.00999        1.01421       0.982067       0.965609       0.954558       0.976007       0.987377        1.01146       0.954558           1.05
        6.83987   -0.000221796   -0.000232317   -0.000311084   -0.000304679        7.00172        7.01427        7.23058        7.04251        1.04005        1.00996        1.02999        1.00998        1.01419        0.98202       0.965545       0.954471       0.975983       0.987367        1.01146       0.954471           1.05
        6.85987   -0.000217794   -0.000230426   -0.000314018   -0.000307513        7.00323        7.01454        7.22865        7.04068        1.04004        1.00994        1.02999        1.00998        1.01416       0.981972       0.965479       0.954377       0.975958       0.987357        1.01146       0.954377           1.05
        6.87987   -0.000214079   -0.000228595   -0.000316576    -0.00030999        7.00487        7.01484         7.2266        7.03874        1.04003        1.00992        1.02999        1.00997        1.01413       0.981923        0.96541        0.95428       0.975931       0.987347        1.01145        0.95428           1.05
        6.89986   -0.000210673   -0.000226829    -0.00031874   -0.000312092        7.00661        7.01519        7.22446        7.03669        1.04003        1.00991        1.02999        1.00997        1.01411       0.981873       0.965339       0.954177       0.975904       0.987337        1.01145       0.954177           1.05
        6.91986    -0.00020759   -0.000225137   -0.000320492   -0.000313803        7.00845        7.01558        7.22222        7.03456        1.04002        1.00989        1.02999        1.00996        1.01408       0.981822       0.965267       0.954072       0.975876       0.987327        1.01145       0.954072           1.05
        6.93986   -0.000204845   -0.000223526   -0.000321818   -0.000315108        7.01034        7.01603         7.2199        7.03235        1.04002        1.00988        1.02999        1.00996        1.01405       0.981772       0.965194       0.953963       0.975847       0.987316        1.01145       0.953963           1.05
        6.95986   -0.000202445   -0.000222008   -0.000322707   -0.000315999        7.01229        7.01654        7.21752         7.0301        1.04002        1.00987        1.02999        1.00995        1.01403       0.981721        0.96512       0.953853       0.975818       0.987306        1.01145       0.953853           1.05
        6.97986   -0.000200398   -0.000220592   -0.000323148   -0.000316465        7.01426        7.01711        7.21509         7.0278        1.04002        1.00985        1.02999        1.00995          1.014       0.981671       0.965046        0.95374       0.975789       0.987296        1.01145        0.95374           1.05
        6.99986   -0.000198704    -0.00021929   -0.000323134   -0.000316504        7.01623        7.01774        7.21262        7.02547        1.04002        1.00985        1.02999        1.00994        1.01398       0.981622       0.964972       0.953627        0.97576       0.987286        1.01145       0.953627           1.05
        7.01986   -0.000197365   -0.000218112   -0.000322661   -0.000316111         7.0182        7.01845        7.21013        7.02314        1.04002        1.00984        1.02998        1.00994        1.01396       0.981574       0.964899       0.953514       0.975731       0.987276        1.01145       0.953514           1.05
        7.03985   -0.000196375   -0.000217071   -0.000321729   -0.000315289        7.02014        7.01923        7.20763         7.0208        1.04002        1.00983        1.02998        1.00994        1.01394       0.981527       0.964828       0.953401       0.975702       0.987267        1.01145       0.953401           1.05
