ne_2.out
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84      
        Time(s) SPD 30[30 22.0 SPD 31[31 22.0 SPD 32[32 22.0 SPD 33[33 22.0 SPD 34[34 22.0 SPD 35[35 22.0 SPD 36[36 22.0 SPD 37[37 22.0 SPD 38[38 22.0 SPD 39[39 22.0 EFD 30[30 22.0 EFD 31[31 22.0 EFD 32[32 22.0 EFD 33[33 22.0 EFD 34[34 22.0 EFD 35[35 22.0 EFD 36[36 22.0 EFD 37[37 22.0 EFD 38[38 22.0 EFD 39[39 22.0 VOEL 30[30 22. VOEL 31[31 22. VOEL 32[32 22. VOEL 33[33 22. VOEL 34[34 22. VOEL 35[35 22. VOEL 36[36 22. VOEL 37[37 22. VOEL 38[38 22. VOEL 39[39 22. POWR 30[30 22. POWR 31[31 22. POWR 32[32 22. POWR 33[33 22. POWR 34[34 22. POWR 35[35 22. POWR 36[36 22. POWR 37[37 22. POWR 38[38 22. POWR 39[39 22. VOLT 1 [1 345. VOLT 2 [2 345. VOLT 3 [3 345. VOLT 4 [4 345. VOLT 5 [5 345. VOLT 6 [6 345. VOLT 7 [7 345. VOLT 8 [8 345. VOLT 9 [9 345. VOLT 10 [10 34 VOLT 11 [11 34 VOLT 12 [12 34 VOLT 13 [13 34 VOLT 14 [14 34 VOLT 15 [15 34 VOLT 16 [16 34 VOLT 17 [17 34 VOLT 18 [18 34 VOLT 19 [19 34 VOLT 20 [20 34 VOLT 21 [21 34 VOLT 22 [22 34 VOLT 23 [23 34 VOLT 24 [24 34 VOLT 25 [25 34 VOLT 26 [26 34 VOLT 27 [27 34 VOLT 28 [28 34 VOLT 29 [29 34 VOLT 30 [30 22 VOLT 31 [31 22 VOLT 32 [32 22 VOLT 33 [33 22 VOLT 34 [34 22 VOLT 35 [35 22 VOLT 36 [36 22 VOLT 37 [37 22 VOLT 38 [38 22 VOLT 39 [39 22 PMECH FOR ALL  PELEC FOR ALL  PACCL FOR ALL  PLOAD FOR ALL  PE-PL FOR ALL 
                          00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          BUSES          BUSES          BUSES          BUSES          BUSES
        19.4047    -0.00387794    -0.00387866    -0.00387902    -0.00387501    -0.00388059    -0.00387857    -0.00387719    -0.00388031              0    -0.00387648         1.2367        2.88419        2.27136        2.64399        4.44034        2.43527        2.46691        2.25548              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31664          6.556        7.33228        7.15114        5.90096        7.33029        6.42684        6.22732              0        10.0464        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.4547    -0.00388111    -0.00388197    -0.00388249    -0.00387833    -0.00388384    -0.00388196    -0.00388053    -0.00388359              0    -0.00387988        1.23666        2.88416        2.27144        2.64394        4.44028        2.43525        2.46687        2.25589              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31668        6.55603        7.33221        7.15112        5.90103        7.33034        6.42681        6.22737              0        10.0466        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.5047    -0.00388428    -0.00388524    -0.00388589    -0.00388162    -0.00388705     -0.0038853    -0.00388382    -0.00388689              0    -0.00388324        1.23662        2.88414         2.2715        2.64389        4.44023        2.43522        2.46682        2.25628              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31676        6.55602        7.33219        7.15115        5.90104        7.33031        6.42684        6.22746              0        10.0467        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.5547    -0.00388749    -0.00388847    -0.00388921    -0.00388488    -0.00389023    -0.00388859    -0.00388705    -0.00389022              0    -0.00388657        1.23658        2.88411        2.27156        2.64384        4.44018        2.43519        2.46677        2.25667              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31687        6.55604        7.33216        7.15112        5.90109        7.33031        6.42684        6.22754              0        10.0468        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.6047    -0.00389073    -0.00389167    -0.00389245    -0.00388811    -0.00389336    -0.00389181    -0.00389025    -0.00389359              0    -0.00388986        1.23654        2.88408        2.27162        2.64379        4.44012        2.43517        2.46671        2.25704              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31695        6.55608        7.33209        7.15115        5.90113        7.33029        6.42684        6.22768              0        10.0469        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.6547      -0.003894    -0.00389481    -0.00389563    -0.00389131    -0.00389646    -0.00389497     -0.0038934    -0.00389701              0    -0.00389312         1.2365        2.88405        2.27167        2.64375        4.44007        2.43514        2.46666         2.2574              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31707        6.55607        7.33208        7.15119        5.90117        7.33028        6.42685        6.22774              0         10.047        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.7047    -0.00389728     -0.0038979    -0.00389873    -0.00389447    -0.00389953    -0.00389808     -0.0038965    -0.00390044              0    -0.00389633        1.23646        2.88402        2.27172         2.6437        4.44002        2.43512        2.46661        2.25776              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31712        6.55609        7.33206        7.15118        5.90122        7.33028        6.42689        6.22784              0        10.0471        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.7547    -0.00390056    -0.00390097    -0.00390177    -0.00389759    -0.00390256    -0.00390111    -0.00389958     -0.0039039              0    -0.00389951        1.23642        2.88399        2.27176        2.64366        4.43997        2.43509        2.46655         2.2581              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31717        6.55617        7.33202         7.1512        5.90128        7.33026        6.42692        6.22795              0        10.0471        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.8047    -0.00390382    -0.00390402    -0.00390476    -0.00390067    -0.00390555     -0.0039041    -0.00390261    -0.00390734              0    -0.00390264        1.23637        2.88396        2.27179        2.64362        4.43992        2.43506         2.4665        2.25844              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31719         6.5562        7.33204        7.15123        5.90133        7.33032        6.42691        6.22797              0        10.0472        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.8547    -0.00390702    -0.00390703    -0.00390772    -0.00390373     -0.0039085    -0.00390706    -0.00390559    -0.00391073              0    -0.00390572        1.23633        2.88393        2.27183        2.64358        4.43987        2.43504        2.46645        2.25876              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31711        6.55623        7.33211        7.15127        5.90137        7.33034        6.42696        6.22801              0        10.0473        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.9047    -0.00391016    -0.00391002    -0.00391068    -0.00390675    -0.00391139    -0.00390998    -0.00390855    -0.00391404              0    -0.00390876        1.23628         2.8839        2.27185        2.64354        4.43983        2.43501         2.4664        2.25907              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31708        6.55627        7.33222        7.15128        5.90142        7.33037        6.42701        6.22797              0        10.0473        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        19.9547    -0.00391323    -0.00391297    -0.00391364    -0.00390975    -0.00391424    -0.00391288    -0.00391146    -0.00391724              0    -0.00391176        1.23624        2.88388        2.27188        2.64351        4.43978        2.43498        2.46635        2.25937              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31705        6.55633        7.33227        7.15132        5.90147        7.33047          6.427        6.22795              0        10.0474        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.0046    -0.00391623    -0.00391589    -0.00391657     -0.0039127    -0.00391705    -0.00391578    -0.00391432    -0.00392032              0    -0.00391471        1.23619        2.88385         2.2719        2.64347        4.43974        2.43496        2.46631        2.25966              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31697        6.55639        7.33231        7.15135        5.90152        7.33052        6.42706        6.22794              0        10.0475        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.0046    -0.00391623    -0.00391589    -0.00391657     -0.0039127    -0.00391705    -0.00391578    -0.00391432    -0.00392032              0    -0.00391471        1.23619        2.88385         2.2719        2.64347        4.43974        2.43496        2.46631        2.25966              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31686         6.5563        7.33222        7.15124        5.90144         7.3304        6.42697        6.22781              0        10.0474        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.0546    -0.00391912    -0.00391878    -0.00391951     -0.0039156    -0.00391982    -0.00391864    -0.00391714    -0.00392327              0    -0.00391762        1.23615        2.88382        2.27192        2.64344         4.4397        2.43493        2.46627        2.25994              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31685         6.5564         7.3324        7.15139        5.90157        7.33057         6.4271         6.2279              0        10.0476        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.1046    -0.00392189    -0.00392162    -0.00392243    -0.00391847    -0.00392254    -0.00392147    -0.00391995    -0.00392613              0    -0.00392048         1.2361        2.88379        2.27193        2.64341        4.43967        2.43491        2.46623        2.26021              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31672        6.55648        7.33245         7.1514        5.90164        7.33061        6.42717         6.2279              0        10.0478        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.1546    -0.00392455    -0.00392443    -0.00392531    -0.00392127    -0.00392523    -0.00392427    -0.00392273    -0.00392891              0     -0.0039233        1.23605        2.88376        2.27194        2.64338        4.43963        2.43489         2.4662        2.26047              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31663        6.55649        7.33251        7.15139        5.90172        7.33065        6.42724        6.22793              0        10.0479        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.2046    -0.00392713    -0.00392719    -0.00392815    -0.00392402    -0.00392788    -0.00392703    -0.00392549    -0.00393161              0    -0.00392606          1.236        2.88373        2.27195        2.64335         4.4396        2.43486        2.46617        2.26072              0        1.04366              0              0              0              0              0              0              0              0              0              0         3.3166        6.55654        7.33252        7.15142        5.90176        7.33069         6.4273        6.22796              0        10.0479        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.2546    -0.00392965     -0.0039299    -0.00393094    -0.00392671    -0.00393049    -0.00392975    -0.00392822    -0.00393426              0    -0.00392878        1.23595         2.8837        2.27195        2.64333        4.43957        2.43484        2.46614        2.26096              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31659        6.55659         7.3325        7.15142        5.90183        7.33073        6.42734        6.22799              0         10.048        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.3046    -0.00393213    -0.00393256    -0.00393366    -0.00392936    -0.00393306    -0.00393242     -0.0039309    -0.00393687              0    -0.00393145         1.2359        2.88368        2.27195        2.64331        4.43954        2.43481        2.46611        2.26118              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31665        6.55663        7.33251        7.15145         5.9019        7.33077        6.42734        6.22805              0         10.048        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.3546    -0.00393459    -0.00393516    -0.00393631    -0.00393195     -0.0039356    -0.00393503    -0.00393353    -0.00393946              0    -0.00393407        1.23585        2.88365        2.27195        2.64328        4.43951        2.43479        2.46609         2.2614              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31667        6.55663        7.33248        7.15148        5.90197         7.3308        6.42738        6.22814              0        10.0481        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.4046    -0.00393703    -0.00393769    -0.00393887     -0.0039345    -0.00393809    -0.00393759     -0.0039361    -0.00394202              0    -0.00393663         1.2358        2.88362        2.27194        2.64326        4.43948        2.43477        2.46606        2.26161              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31674        6.55667        7.33246        7.15153        5.90201         7.3308        6.42742        6.22822              0        10.0481        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.4546    -0.00393947    -0.00394016    -0.00394136      -0.003937    -0.00394054    -0.00394008    -0.00393862    -0.00394457              0    -0.00393914        1.23576        2.88359        2.27193        2.64324        4.43945        2.43475        2.46604        2.26181              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31682        6.55666        7.33246        7.15156        5.90207        7.33083        6.42745        6.22828              0        10.0481        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.5046    -0.00394192    -0.00394256    -0.00394377    -0.00393945    -0.00394295    -0.00394253    -0.00394108    -0.00394708              0     -0.0039416        1.23571        2.88356        2.27191        2.64323        4.43942        2.43472        2.46601          2.262              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31691         6.5567        7.33244        7.15157        5.90214        7.33084        6.42749        6.22835              0        10.0481        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.5546    -0.00394437    -0.00394491    -0.00394611    -0.00394184    -0.00394531    -0.00394491    -0.00394349    -0.00394956              0      -0.003944        1.23566        2.88353         2.2719        2.64321         4.4394         2.4347        2.46599        2.26218              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31699        6.55673        7.33243        7.15158        5.90222        7.33085        6.42752        6.22842              0        10.0481        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.6045     -0.0039468     -0.0039472    -0.00394838     -0.0039442    -0.00394763    -0.00394722    -0.00394583    -0.00395201              0    -0.00394635        1.23561         2.8835        2.27188         2.6432        4.43937        2.43468        2.46597        2.26235              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31704        6.55676        7.33241        7.15165        5.90228        7.33086        6.42754        6.22848              0        10.0482        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.6545    -0.00394922    -0.00394944    -0.00395057    -0.00394654    -0.00394989    -0.00394947     -0.0039481    -0.00395444              0    -0.00394864        1.23556        2.88347        2.27185        2.64318        4.43935        2.43466        2.46594        2.26251              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31707        6.55682        7.33242        7.15169        5.90233        7.33091        6.42753        6.22855              0        10.0482        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.7045    -0.00395159    -0.00395164    -0.00395272    -0.00394883    -0.00395211    -0.00395168    -0.00395031    -0.00395683              0    -0.00395088        1.23551        2.88344        2.27183        2.64317        4.43932        2.43464        2.46592        2.26266              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31707        6.55686        7.33243        7.15172        5.90239        7.33094        6.42755         6.2286              0        10.0482        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.7545    -0.00395389    -0.00395379    -0.00395482    -0.00395108    -0.00395427    -0.00395384    -0.00395245    -0.00395916              0    -0.00395307        1.23546        2.88341         2.2718        2.64316         4.4393        2.43462        2.46589         2.2628              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31703        6.55688        7.33249        7.15174        5.90246        7.33095         6.4276        6.22861              0        10.0483        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        20.8045    -0.00395613    -0.00395591    -0.00395688    -0.00395328    -0.00395638    -0.00395595    -0.00395454     -0.0039614              0     -0.0039552        1.23541        2.88339        2.27177        2.64315        4.43928        2.43459        2.46587        2.26293              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31698        6.55694        7.33253        7.15179         5.9025        7.33097        6.42765        6.22863              0        10.0484        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
